STATION,DATE,SOURCE,LATITUDE,LONGITUDE,ELEVATION,NAME,REPORT_TYPE,CALL_SIGN,QUALITY_CONTROL,WND,CIG,VIS,TMP,DEW,SLP
72223013894,2024-06-08T21:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"140,1,N,0026,1","22000,1,9,N","016000,1,9,9","+0333,1","+0161,1","10135,1"
72223013894,2024-06-08T21:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"140,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0322,5","+0178,5","10131,5"
72223013894,2024-06-08T22:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,N,9999,9","22000,5,9,N","016093,5,N,5","+0317,5","+0178,5","10129,5"
72223013894,2024-06-08T23:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,V,0021,5","22000,5,9,N","016093,5,N,5","+0300,5","+0194,5","10129,5"
72223013894,2024-06-09T00:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"999,9,N,0021,1","22000,1,9,N","016000,1,9,9","+0300,1","+0194,1","10129,1"
72223013894,2024-06-09T00:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"200,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0272,5","+0194,5","10129,5"
72223013894,2024-06-09T01:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"220,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0261,5","+0189,5","10133,5"
72223013894,2024-06-09T02:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"200,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0250,5","+0200,5","10134,5"
72223013894,2024-06-09T03:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"200,1,N,0021,1","22000,1,9,N","016000,1,9,9","+0250,1","+0200,1","10134,1"
72223013894,2024-06-09T03:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0239,5","+0200,5","10140,5"
72223013894,2024-06-09T04:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0233,5","+0206,5","10137,5"
72223013894,2024-06-09T05:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"190,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0233,5","+0211,5","10129,5"
72223013894,2024-06-09T05:59:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",SOD  ,KMOB ,V030,"999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9"
72223013894,2024-06-09T06:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"190,1,N,0026,1","99999,9,9,N","016000,1,9,9","+0233,1","+0211,1","10129,1"
72223013894,2024-06-09T06:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"230,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0233,5","+0211,5","10128,5"
72223013894,2024-06-09T07:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0217,5","+0206,5","10126,5"
72223013894,2024-06-09T08:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0222,5","+0206,5","10126,5"
72223013894,2024-06-09T09:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","016000,1,9,9","+0222,1","+0206,1","10126,1"
72223013894,2024-06-09T09:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,C,0000,5","22000,5,9,N","009656,5,N,5","+0206,5","+0200,5","10129,5"
72223013894,2024-06-09T10:40:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"999,9,C,0000,5","22000,5,9,N","002414,5,N,5","+0211,5","+0194,5","99999,9"
72223013894,2024-06-09T10:48:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"999,9,C,0000,5","22000,5,9,N","000402,5,N,5","+0206,5","+0194,5","99999,9"
72223013894,2024-06-09T10:51:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"999,9,C,0000,5","22000,5,9,N","000805,5,N,5","+0210,5","+0190,5","99999,9"
72223013894,2024-06-09T10:54:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"999,9,C,0000,5","22000,5,9,N","008047,5,N,5","+0210,5","+0190,5","99999,9"
72223013894,2024-06-09T10:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,C,0000,5","22000,5,9,N","008047,5,N,5","+0211,5","+0194,5","10134,5"
72223013894,2024-06-09T11:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,C,0000,5","22000,5,9,N","009656,5,N,5","+0239,5","+0222,5","10139,5"
72223013894,2024-06-09T12:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"999,9,C,0000,1","22000,1,9,N","009000,1,9,9","+0239,1","+0222,1","10139,1"
72223013894,2024-06-09T12:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"270,5,N,0015,5","22000,5,9,N","011265,5,N,5","+0267,5","+0233,5","10145,5"
72223013894,2024-06-09T13:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"260,5,N,0026,5","22000,5,9,N","011265,5,N,5","+0283,5","+0239,5","10143,5"
72223013894,2024-06-09T14:04:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"250,5,N,0021,5","00579,5,M,N","011265,5,N,5","+0283,5","+0239,5","99999,9"
72223013894,2024-06-09T14:54:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"310,5,N,0021,5","22000,5,9,N","011265,5,N,5","+0310,5","+0230,5","99999,9"
72223013894,2024-06-09T14:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,V,0015,5","22000,5,9,N","011265,5,N,5","+0306,5","+0233,5","10143,5"
72223013894,2024-06-09T15:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"999,9,N,0015,1","22000,1,9,N","011000,1,9,9","+0306,1","+0233,1","10143,1"
72223013894,2024-06-09T15:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"330,5,N,0021,5","22000,5,9,N","011265,5,N,5","+0322,5","+0217,5","10140,5"
72223013894,2024-06-09T16:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"240,5,N,0021,5","22000,5,9,N","011265,5,N,5","+0317,5","+0222,5","10135,5"
72223013894,2024-06-09T17:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,V,0026,5","22000,5,9,N","016093,5,N,5","+0333,5","+0217,5","10131,5"
72223013894,2024-06-09T18:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"999,9,N,0026,1","22000,1,9,N","016000,1,9,9","+0333,1","+0217,1","10131,1"
72223013894,2024-06-09T18:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0339,5","+0206,5","10124,5"
72223013894,2024-06-09T19:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,V,0015,5","22000,5,9,N","016093,5,N,5","+0339,5","+0206,5","10116,5"
72223013894,2024-06-09T20:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0333,5","+0189,5","10110,5"
72223013894,2024-06-09T21:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"999,9,C,0000,1","22000,1,9,N","016000,1,9,9","+0333,1","+0189,1","10110,1"
72223013894,2024-06-09T21:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"210,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0322,5","+0228,5","10107,5"
72223013894,2024-06-09T22:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"210,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0322,5","+0222,5","10105,5"
72223013894,2024-06-09T23:51:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"999,9,V,0021,5","22000,5,9,N","011265,5,N,5","+0310,5","+0210,5","99999,9"
72223013894,2024-06-09T23:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,V,0021,5","22000,5,9,N","011265,5,N,5","+0306,5","+0217,5","10104,5"
72223013894,2024-06-10T00:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"999,9,N,0021,1","22000,1,9,N","011000,1,9,9","+0306,1","+0217,1","10104,1"
72223013894,2024-06-10T00:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"200,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0283,5","+0206,5","10103,5"
72223013894,2024-06-10T01:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"200,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0272,5","+0217,5","10106,5"
72223013894,2024-06-10T02:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"190,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0261,5","+0222,5","10111,5"
72223013894,2024-06-10T03:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"190,1,N,0015,1","22000,1,9,N","016000,1,9,9","+0261,1","+0222,1","10111,1"
72223013894,2024-06-10T03:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"200,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0256,5","+0222,5","10115,5"
72223013894,2024-06-10T04:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"210,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0256,5","+0222,5","10113,5"
72223013894,2024-06-10T05:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"220,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0261,5","+0222,5","10112,5"
72223013894,2024-06-10T05:59:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",SOD  ,KMOB ,V030,"999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9"
72223013894,2024-06-10T06:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"220,1,N,0026,1","99999,9,9,N","016000,1,9,9","+0261,1","+0222,1","10112,1"
72223013894,2024-06-10T06:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"230,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0261,5","+0228,5","10108,5"
72223013894,2024-06-10T07:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"220,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0261,5","+0228,5","10103,5"
72223013894,2024-06-10T08:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"260,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0250,5","+0228,5","10102,5"
72223013894,2024-06-10T09:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"260,1,N,0015,1","22000,1,9,N","016000,1,9,9","+0250,1","+0228,1","10102,1"
72223013894,2024-06-10T09:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0250,5","+0228,5","10102,5"
72223013894,2024-06-10T10:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,V,0026,5","07620,5,M,N","011265,5,N,5","+0250,5","+0228,5","10101,5"
72223013894,2024-06-10T11:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,C,0000,5","07620,5,M,N","016093,5,N,5","+0256,5","+0228,5","10104,5"
72223013894,2024-06-10T12:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","016000,1,9,9","+0256,1","+0228,1","10104,1"
72223013894,2024-06-10T12:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"260,5,N,0021,5","07620,5,M,N","016093,5,N,5","+0272,5","+0233,5","10109,5"
72223013894,2024-06-10T13:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"290,5,N,0026,5","07620,5,M,N","016093,5,N,5","+0294,5","+0233,5","10110,5"
72223013894,2024-06-10T14:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"270,5,N,0036,5","07620,5,M,N","016093,5,N,5","+0311,5","+0228,5","10108,5"
72223013894,2024-06-10T15:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"270,1,N,0036,1","99999,9,9,N","016000,1,9,9","+0311,1","+0228,1","10108,1"
72223013894,2024-06-10T15:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"280,5,N,0021,5","07620,5,M,N","016093,5,N,5","+0317,5","+0222,5","10108,5"
72223013894,2024-06-10T16:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"280,5,N,0021,5","07620,5,M,N","016093,5,N,5","+0317,5","+0228,5","10106,5"
72223013894,2024-06-10T17:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,V,0021,5","01219,5,M,N","016093,5,N,5","+0339,5","+0222,5","10100,5"
72223013894,2024-06-10T18:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"999,9,N,0021,1","99999,9,9,N","016000,1,9,9","+0339,1","+0222,1","10100,1"
72223013894,2024-06-10T18:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"260,5,N,0021,5","01219,5,M,N","016093,5,N,5","+0344,5","+0211,5","10093,5"
72223013894,2024-06-10T19:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"200,5,N,0051,5","01676,5,M,N","016093,5,N,5","+0333,5","+0233,5","10086,5"
72223013894,2024-06-10T20:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"030,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0306,5","+0217,5","10085,5"
72223013894,2024-06-10T21:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"030,1,N,0031,1","22000,1,9,N","016000,1,9,9","+0306,1","+0217,1","10085,1"
72223013894,2024-06-10T21:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"230,5,N,0015,5","01524,5,M,N","016093,5,N,5","+0289,5","+0239,5","10080,5"
72223013894,2024-06-10T22:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"140,5,N,0015,5","07620,5,M,N","016093,5,N,5","+0306,5","+0228,5","10078,5"
72223013894,2024-06-10T23:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"180,5,N,0021,5","06096,5,M,N","016093,5,N,5","+0294,5","+0233,5","10082,5"
72223013894,2024-06-11T00:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"230,5,N,0015,5","01829,5,M,N","016093,5,N,5","+0261,5","+0228,5","10086,5"
72223013894,2024-06-11T01:54:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"320,5,N,0015,5","03048,5,M,N","016093,5,N,5","+0250,5","+0230,5","99999,9"
72223013894,2024-06-11T01:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,C,0000,5","03048,5,M,N","016093,5,N,5","+0250,5","+0233,5","10090,5"
72223013894,2024-06-11T02:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"330,5,N,0026,5","02438,5,M,N","016093,5,N,5","+0250,5","+0228,5","10103,5"
72223013894,2024-06-11T03:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"330,1,N,0026,1","99999,9,9,N","016000,1,9,9","+0250,1","+0228,1","10103,1"
72223013894,2024-06-11T03:54:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"290,5,N,0057,5","01006,5,M,N","004023,5,N,5","+0250,5","+0230,5","99999,9"
72223013894,2024-06-11T03:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"280,5,N,0057,5","01006,5,M,N","004023,5,N,5","+0244,5","+0233,5","10113,5"
72223013894,2024-06-11T04:02:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"290,5,N,0041,5","00823,5,M,N","006437,5,N,5","+0244,5","+0228,5","99999,9"
72223013894,2024-06-11T04:08:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"250,5,N,0026,5","00823,5,M,N","009656,5,N,5","+0244,5","+0228,5","99999,9"
72223013894,2024-06-11T04:20:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"230,5,N,0036,5","00122,5,M,N","004023,5,N,5","+0244,5","+0228,5","99999,9"
72223013894,2024-06-11T04:28:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"240,5,N,0041,5","00762,5,M,N","001609,5,N,5","+0244,5","+0233,5","99999,9"
72223013894,2024-06-11T04:36:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"240,5,N,0041,5","00914,5,M,N","003219,5,N,5","+0244,5","+0233,5","99999,9"
72223013894,2024-06-11T04:44:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"260,5,N,0036,5","01097,5,M,N","009656,5,N,5","+0244,5","+0233,5","99999,9"
72223013894,2024-06-11T04:56:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"260,5,N,0031,5","01829,5,M,N","008047,5,N,5","+0244,5","+0233,5","10115,5"
72223013894,2024-06-11T05:54:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"200,5,N,0015,5","02743,5,M,N","016093,5,N,5","+0240,5","+0230,5","99999,9"
72223013894,2024-06-11T05:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"210,5,N,0015,5","02743,5,M,N","016093,5,N,5","+0244,5","+0228,5","10112,5"
72223013894,2024-06-11T05:59:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",SOD  ,KMOB ,V030,"999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9"
72223013894,2024-06-11T06:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"210,1,N,0015,1","99999,9,9,N","016000,1,9,9","+0244,1","+0228,1","10112,1"
72223013894,2024-06-11T06:15:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"999,9,C,0000,5","02896,5,M,N","016093,5,N,5","+0244,5","+0228,5","99999,9"
72223013894,2024-06-11T06:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"340,5,N,0015,5","02896,5,M,N","014484,5,N,5","+0244,5","+0233,5","10108,5"
72223013894,2024-06-11T07:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"020,5,N,0031,5","02743,5,M,N","016093,5,N,5","+0244,5","+0211,5","10103,5"
72223013894,2024-06-11T08:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"350,5,N,0026,5","02591,5,M,N","016093,5,N,5","+0239,5","+0206,5","10104,5"
72223013894,2024-06-11T09:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"350,1,N,0026,1","99999,9,9,N","016000,1,9,9","+0239,1","+0206,1","10104,1"
72223013894,2024-06-11T09:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"010,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0233,5","+0189,5","10106,5"
72223013894,2024-06-11T10:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"040,5,N,0026,5","07620,5,M,N","016093,5,N,5","+0228,5","+0178,5","10112,5"
72223013894,2024-06-11T11:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"020,5,N,0031,5","01829,5,M,N","016093,5,N,5","+0233,5","+0178,5","10115,5"
72223013894,2024-06-11T12:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"020,1,N,0031,1","99999,9,9,N","016000,1,9,9","+0233,1","+0178,1","10115,1"
72223013894,2024-06-11T12:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"020,5,N,0036,5","06096,5,M,N","016093,5,N,5","+0250,5","+0172,5","10119,5"
72223013894,2024-06-11T13:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"030,5,N,0041,5","06096,5,M,N","016093,5,N,5","+0278,5","+0172,5","10119,5"
72223013894,2024-06-11T14:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"050,5,N,0057,5","22000,5,9,N","016093,5,N,5","+0294,5","+0167,5","10122,5"
72223013894,2024-06-11T15:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"050,1,N,0057,1","22000,1,9,N","016000,1,9,9","+0294,1","+0167,1","10122,1"
72223013894,2024-06-11T15:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"050,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0300,5","+0167,5","10122,5"
72223013894,2024-06-11T16:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"040,5,N,0057,5","22000,5,9,N","016093,5,N,5","+0306,5","+0167,5","10121,5"
72223013894,2024-06-11T17:39:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"360,5,V,0041,5","22000,5,9,N","016093,5,N,5","+0311,5","+0167,5","99999,9"
72223013894,2024-06-11T17:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"020,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0317,5","+0178,5","10120,5"
72223013894,2024-06-11T18:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"020,1,N,0036,1","22000,1,9,N","016000,1,9,9","+0317,1","+0178,1","10120,1"
72223013894,2024-06-11T18:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"020,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0322,5","+0172,5","10116,5"
72223013894,2024-06-11T19:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"020,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0322,5","+0172,5","10111,5"
72223013894,2024-06-11T20:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"350,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0328,5","+0178,5","10106,5"
