STATION,DATE_TIME,SOURCE,LATITUDE,LONGITUDE,ELEVATION,NAME,REPORT_TYPE,CALL_SIGN,QUALITY_CONTROL,WND,CIG,VIS,TMP,DEW,SLP,DATE,EVENT
72323003856,2024-05-14T08:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"130,5,N,0046,5","00457,5,M,N","016093,5,N,5","+0194,5","+0161,5","10077,5",05/14/2024,
72323003856,2024-05-14T09:00:00,4,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-12,99999,V020,"130,1,N,0046,1","99999,9,9,N","016000,1,9,9","+0194,1","+0161,1","10077,1",05/14/2024,
72323003856,2024-05-14T09:08:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"140,5,N,0046,5","00427,5,M,N","016093,5,N,5","+0189,5","+0167,5","99999,9",05/14/2024,
72323003856,2024-05-14T09:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"120,5,N,0026,5","00396,5,M,N","016093,5,N,5","+0189,5","+0167,5","10073,5",05/14/2024,
72323003856,2024-05-14T10:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"140,5,N,0031,5","00427,5,M,N","016093,5,N,5","+0189,5","+0167,5","10075,5",05/14/2024,
72323003856,2024-05-14T11:05:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"140,5,N,0036,5","00488,5,M,N","016093,5,N,5","+0189,5","+0167,5","99999,9",05/14/2024,
72323003856,2024-05-14T11:23:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"140,5,N,0031,5","00427,5,M,N","016093,5,N,5","+0189,5","+0167,5","99999,9",05/14/2024,
72323003856,2024-05-14T11:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"110,5,N,0031,5","00457,5,M,N","016093,5,N,5","+0189,5","+0167,5","10072,5",05/14/2024,
72323003856,2024-05-14T12:00:00,4,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-12,99999,V020,"110,1,N,0031,1","99999,9,9,N","016000,1,9,9","+0189,1","+0167,1","10072,1",05/14/2024,
72323003856,2024-05-14T12:49:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"120,5,N,0031,5","00396,5,M,N","016093,5,N,5","+0190,5","+0170,5","99999,9",05/14/2024,
72323003856,2024-05-14T12:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"120,5,N,0026,5","00396,5,M,N","016093,5,N,5","+0194,5","+0172,5","10074,5",05/14/2024,
72323003856,2024-05-14T13:51:00,6,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"130,5,N,0026,5","00640,5,M,N","016093,5,N,5","+0200,5","+0170,5","99999,9",05/14/2024,
72323003856,2024-05-14T13:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"120,5,N,0021,5","00640,5,M,N","016093,5,N,5","+0200,5","+0172,5","10070,5",05/14/2024,
72323003856,2024-05-14T14:23:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"150,5,N,0031,5","01036,5,M,N","016093,5,N,5","+0206,5","+0172,5","99999,9",05/14/2024,
72323003856,2024-05-14T14:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"160,5,N,0036,5","00914,5,M,N","016093,5,N,5","+0211,5","+0172,5","10070,5",05/14/2024,
72323003856,2024-05-14T15:00:00,4,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-12,99999,V020,"160,1,N,0036,1","99999,9,9,N","016000,1,9,9","+0211,1","+0172,1","10070,1",05/14/2024,
72323003856,2024-05-14T15:13:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"170,5,N,0041,5","00853,5,M,N","016093,5,N,5","+0211,5","+0172,5","99999,9",05/14/2024,
72323003856,2024-05-14T15:30:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"170,5,N,0036,5","01067,5,M,N","016093,5,N,5","+0211,5","+0172,5","99999,9",05/14/2024,
72323003856,2024-05-14T15:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"150,5,N,0051,5","01128,5,M,N","016093,5,N,5","+0217,5","+0172,5","10070,5",05/14/2024,
72323003856,2024-05-14T16:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"190,5,N,0031,5","03353,5,M,N","016093,5,N,5","+0239,5","+0178,5","10064,5",05/14/2024,
72323003856,2024-05-14T17:21:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"190,5,V,0041,5","00853,5,M,N","016093,5,N,5","+0244,5","+0178,5","99999,9",05/14/2024,
72323003856,2024-05-14T17:51:00,6,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"170,5,V,0041,5","01006,5,M,N","016093,5,N,5","+0240,5","+0170,5","99999,9",05/14/2024,
72323003856,2024-05-14T17:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"200,5,N,0041,5","01006,5,M,N","016093,5,N,5","+0244,5","+0172,5","10058,5",05/14/2024,
72323003856,2024-05-14T18:00:00,4,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-12,99999,V020,"200,1,N,0041,1","99999,9,9,N","016000,1,9,9","+0244,1","+0172,1","10058,1",05/14/2024,
72323003856,2024-05-14T18:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"170,5,N,0046,5","01402,5,M,N","016093,5,N,5","+0250,5","+0172,5","10054,5",05/14/2024,
72323003856,2024-05-14T19:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"170,5,N,0046,5","01463,5,M,N","016093,5,N,5","+0261,5","+0167,5","10045,5",05/14/2024,
72323003856,2024-05-14T20:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"170,5,N,0041,5","03048,5,M,N","016093,5,N,5","+0261,5","+0172,5","10040,5",05/14/2024,
72323003856,2024-05-14T21:00:00,4,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-12,99999,V020,"170,1,N,0041,1","99999,9,9,N","016000,1,9,9","+0261,1","+0172,1","10040,1",05/14/2024,
72323003856,2024-05-14T21:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"190,5,N,0046,5","07620,5,M,N","016093,5,N,5","+0261,5","+0178,5","10041,5",05/14/2024,
72323003856,2024-05-14T22:36:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"180,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0250,5","+0183,5","99999,9",05/14/2024,
72323003856,2024-05-14T22:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"320,5,N,0088,5","01829,5,M,N","016093,5,N,5","+0200,5","+0139,5","10044,5",05/14/2024,
72323003856,2024-05-14T23:02:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"300,5,N,0082,5","01036,5,M,N","016093,5,N,5","+0194,5","+0139,5","99999,9",05/14/2024,
72323003856,2024-05-14T23:42:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"350,5,N,0031,5","02286,5,M,N","012875,5,N,5","+0172,5","+0156,5","99999,9",05/14/2024,
72323003856,2024-05-14T23:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"050,5,N,0021,5","03048,5,M,N","016093,5,N,5","+0172,5","+0161,5","10049,5",05/14/2024,
72323003856,2024-05-25T00:00:00,4,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-12,99999,V020,"160,1,N,0031,1","22000,1,9,N","016000,1,9,9","+0261,1","+0217,1","10098,1",05/25/2024,
72323003856,2024-05-25T00:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"120,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0250,5","+0217,5","10101,5",05/25/2024,
72323003856,2024-05-25T01:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"130,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0233,5","+0211,5","10108,5",05/25/2024,
72323003856,2024-05-25T02:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"110,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0222,5","+0211,5","10112,5",05/25/2024,
72323003856,2024-05-25T03:00:00,4,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-12,99999,V020,"110,1,N,0026,1","22000,1,9,N","016000,1,9,9","+0222,1","+0211,1","10112,1",05/25/2024,
72323003856,2024-05-25T03:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"120,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0222,5","+0211,5","10106,5",05/25/2024,
72323003856,2024-05-25T04:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0217,5","+0206,5","10114,5",05/25/2024,
72323003856,2024-05-25T05:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"110,5,N,0021,5","01463,5,M,N","016093,5,N,5","+0222,5","+0206,5","10109,5",05/25/2024,
72323003856,2024-05-25T05:59:00,6,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",SOD  ,KHSV ,V030,"999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",05/25/2024,
72323003856,2024-05-25T06:00:00,4,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-12,99999,V020,"110,1,N,0021,1","99999,9,9,N","016000,1,9,9","+0222,1","+0206,1","10109,1",05/25/2024,
72323003856,2024-05-25T06:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"130,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0222,5","+0206,5","10101,5",05/25/2024,
72323003856,2024-05-25T07:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"120,5,N,0015,5","01829,5,M,N","016093,5,N,5","+0222,5","+0206,5","10101,5",05/25/2024,
72323003856,2024-05-25T08:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"130,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0222,5","+0206,5","10103,5",05/25/2024,
72323003856,2024-05-25T09:00:00,4,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-12,99999,V020,"130,1,N,0015,1","22000,1,9,N","016000,1,9,9","+0222,1","+0206,1","10103,1",05/25/2024,
72323003856,2024-05-25T09:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"180,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0222,5","+0206,5","10100,5",05/25/2024,
72323003856,2024-05-25T10:41:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"200,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0228,5","+0211,5","99999,9",05/25/2024,
72323003856,2024-05-25T10:51:00,6,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"270,5,V,0098,5","02591,5,M,N","014484,5,N,5","+0230,5","+0210,5","99999,9",05/25/2024,
72323003856,2024-05-25T10:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"290,5,N,0118,5","02591,5,M,N","011265,5,N,5","+0228,5","+0206,5","10123,5",05/25/2024,
72323003856,2024-05-25T11:02:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"320,5,N,0088,5","01402,5,M,N","001609,5,N,5","+0200,5","+0189,5","99999,9",05/25/2024,
72323003856,2024-05-25T11:09:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"310,5,N,0072,5","01097,5,M,N","003219,5,N,5","+0200,5","+0189,5","99999,9",05/25/2024,
72323003856,2024-05-25T11:19:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"320,5,N,0062,5","01524,5,M,N","011265,5,N,5","+0200,5","+0189,5","99999,9",05/25/2024,
72323003856,2024-05-25T11:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"050,5,N,0031,5","02591,5,M,N","011265,5,N,5","+0200,5","+0189,5","10124,5",05/25/2024,
72323003856,2024-05-25T12:00:00,4,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-12,99999,V020,"050,1,N,0031,1","99999,9,9,N","011000,1,9,9","+0200,1","+0189,1","10124,1",05/25/2024,
72323003856,2024-05-25T12:11:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"120,5,N,0041,5","02896,5,M,N","016093,5,N,5","+0206,5","+0194,5","99999,9",05/25/2024,
72323003856,2024-05-25T12:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"080,5,N,0051,5","03353,5,M,N","016093,5,N,5","+0206,5","+0194,5","10123,5",05/25/2024,
72323003856,2024-05-25T13:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"160,5,N,0031,5","05486,5,M,N","016093,5,N,5","+0222,5","+0200,5","10129,5",05/25/2024,
72323003856,2024-05-25T14:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"190,5,N,0015,5","05791,5,M,N","016093,5,N,5","+0233,5","+0206,5","10130,5",05/25/2024,
72323003856,2024-05-25T15:00:00,4,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-12,99999,V020,"190,1,N,0015,1","99999,9,9,N","016000,1,9,9","+0233,1","+0206,1","10130,1",05/25/2024,
72323003856,2024-05-25T15:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"999,9,V,0015,5","22000,5,9,N","016093,5,N,5","+0256,5","+0206,5","10130,5",05/25/2024,
72323003856,2024-05-25T16:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"240,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0278,5","+0200,5","10125,5",05/25/2024,
72323003856,2024-05-25T17:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"210,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0294,5","+0194,5","10125,5",05/25/2024,
72323003856,2024-05-25T18:00:00,4,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-12,99999,V020,"210,1,N,0031,1","22000,1,9,N","016000,1,9,9","+0294,1","+0194,1","10125,1",05/25/2024,
72323003856,2024-05-25T18:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"240,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0300,5","+0194,5","10121,5",05/25/2024,
72323003856,2024-05-25T19:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"240,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0306,5","+0194,5","10114,5",05/25/2024,
72323003856,2024-05-25T20:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"999,9,V,0015,5","22000,5,9,N","016093,5,N,5","+0311,5","+0194,5","10106,5",05/25/2024,
72323003856,2024-05-25T21:00:00,4,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-12,99999,V020,"999,9,N,0015,1","22000,1,9,N","016000,1,9,9","+0311,1","+0194,1","10106,1",05/25/2024,
72323003856,2024-05-25T21:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"300,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0306,5","+0194,5","10103,5",05/25/2024,
72323003856,2024-05-25T22:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"290,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0300,5","+0200,5","10101,5",05/25/2024,
72323003856,2024-05-25T23:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"220,5,N,0015,5","01829,5,M,N","016093,5,N,5","+0294,5","+0211,5","10103,5",05/25/2024,
72323003856,2024-05-27T00:00:00,4,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-12,99999,V020,"190,1,N,0046,1","99999,9,9,N","016000,1,9,9","+0306,1","+0200,1","10070,1",05/27/2024,
72323003856,2024-05-27T00:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"190,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0278,5","+0206,5","10073,5",05/27/2024,
72323003856,2024-05-27T01:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"200,5,N,0026,5","01829,5,M,N","016093,5,N,5","+0272,5","+0206,5","10079,5",05/27/2024,
72323003856,2024-05-27T02:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"200,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0267,5","+0206,5","10081,5",05/27/2024,
72323003856,2024-05-27T03:00:00,4,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-12,99999,V020,"200,1,N,0036,1","22000,1,9,N","016000,1,9,9","+0267,1","+0206,1","10081,1",05/27/2024,
72323003856,2024-05-27T03:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"190,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0261,5","+0211,5","10079,5",05/27/2024,
72323003856,2024-05-27T04:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"200,5,N,0051,5","01981,5,M,N","016093,5,N,5","+0272,5","+0211,5","10081,5",05/27/2024,
72323003856,2024-05-27T05:53:00,6,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"190,5,N,0051,5","22000,5,9,N","016093,5,N,5","+0267,5","+0211,5","10072,5",05/27/2024,
72323003856,2024-05-27T05:59:00,6,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",SOD  ,KHSV ,V030,"999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",05/27/2024,
72323003856,2024-05-27T06:21:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"200,5,N,0077,5","02743,5,M,N","016093,5,N,5","+0267,5","+0211,5","99999,9",05/27/2024,
72323003856,2024-05-27T06:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"210,5,N,0072,5","01402,5,M,N","016093,5,N,5","+0267,5","+0211,5","10065,5",05/27/2024,
72323003856,2024-05-27T07:14:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"210,5,N,0077,5","22000,5,9,N","016093,5,N,5","+0261,5","+0217,5","99999,9",05/27/2024,
72323003856,2024-05-27T07:25:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"210,5,N,0067,5","03353,5,M,N","016093,5,N,5","+0261,5","+0217,5","99999,9",05/27/2024,
72323003856,2024-05-27T07:36:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"250,5,V,0113,5","01494,5,M,N","002012,5,N,5","+0244,5","+0222,5","99999,9",05/27/2024,
72323003856,2024-05-27T07:45:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"240,5,N,0093,5","00579,5,M,N","000805,5,N,5","+0222,5","+0206,5","99999,9",05/27/2024,
72323003856,2024-05-27T07:51:00,6,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"200,5,N,0072,5","00640,5,M,N","001609,5,N,5","+0220,5","+0200,5","99999,9",05/27/2024,
72323003856,2024-05-27T07:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"200,5,N,0041,5","00762,5,M,N","002414,5,N,5","+0211,5","+0194,5","10067,5",05/27/2024,
72323003856,2024-05-27T07:59:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"270,5,N,0036,5","00762,5,M,N","004828,5,N,5","+0217,5","+0183,5","99999,9",05/27/2024,
72323003856,2024-05-27T08:05:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"270,5,N,0041,5","00640,5,M,N","002816,5,N,5","+0211,5","+0183,5","99999,9",05/27/2024,
72323003856,2024-05-27T08:15:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"320,5,N,0067,5","00579,5,M,N","000805,5,N,5","+0206,5","+0194,5","99999,9",05/27/2024,
72323003856,2024-05-27T08:29:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"360,5,N,0082,5","00366,5,W,N","000805,5,N,5","+0189,5","+0183,5","99999,9",05/27/2024,
72323003856,2024-05-27T08:33:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"010,5,N,0082,5","00457,5,W,N","001609,5,N,5","+0189,5","+0183,5","99999,9",05/27/2024,
72323003856,2024-05-27T08:41:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"360,5,N,0057,5","00853,5,M,N","004828,5,N,5","+0189,5","+0178,5","99999,9",05/27/2024,
72323003856,2024-05-27T08:48:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"999,9,V,0031,5","01036,5,M,N","006437,5,N,5","+0190,5","+0180,5","99999,9",05/27/2024,
72323003856,2024-05-27T08:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"320,5,N,0031,5","01097,5,M,N","008047,5,N,5","+0194,5","+0178,5","10086,5",05/27/2024,
72323003856,2024-05-27T09:00:00,4,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-12,99999,V020,"320,1,N,0031,1","99999,9,9,N","008000,1,9,9","+0194,1","+0178,1","10086,1",05/27/2024,
72323003856,2024-05-27T09:23:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"110,5,N,0036,5","01981,5,M,N","016093,5,N,5","+0194,5","+0183,5","99999,9",05/27/2024,
72323003856,2024-05-27T09:41:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"070,5,N,0031,5","00366,5,M,N","016093,5,N,5","+0194,5","+0183,5","99999,9",05/27/2024,
72323003856,2024-05-27T09:51:00,6,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"040,5,N,0021,5","00396,5,M,N","016093,5,N,5","+0190,5","+0180,5","99999,9",05/27/2024,
72323003856,2024-05-27T09:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"060,5,N,0026,5","00610,5,M,N","016093,5,N,5","+0194,5","+0189,5","10088,5",05/27/2024,
72323003856,2024-05-27T10:02:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"070,5,N,0021,5","02286,5,M,N","016093,5,N,5","+0194,5","+0194,5","99999,9",05/27/2024,
72323003856,2024-05-27T10:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"170,5,N,0057,5","03658,5,M,N","016093,5,N,5","+0189,5","+0189,5","10082,5",05/27/2024,
72323003856,2024-05-27T11:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"130,5,N,0031,5","05486,5,M,N","016093,5,N,5","+0194,5","+0183,5","10077,5",05/27/2024,
72323003856,2024-05-27T12:00:00,4,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-12,99999,V020,"130,1,N,0031,1","99999,9,9,N","016000,1,9,9","+0194,1","+0183,1","10077,1",05/27/2024,
72323003856,2024-05-27T12:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"170,5,N,0057,5","00305,5,M,N","016093,5,N,5","+0206,5","+0194,5","10107,5",05/27/2024,
72323003856,2024-05-27T13:20:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"170,5,N,0036,5","01158,5,M,N","016093,5,N,5","+0206,5","+0194,5","99999,9",05/27/2024,
